timestamp,quad_x,quad_y,quad_z,quad_vx,quad_vy,quad_vz,quad_yaw,quad_omgx,quad_omgy,quad_omgz,landing_pad_x,landing_pad_y,landing_pad_z,landing_pad_vx,landing_pad_vy,landing_pad_vz,landing_pad_yaw,landing_pad_lpx,landing_pad_lpy,landing_pad_lpz,landing_pad_lpvx,landing_pad_lpvy,landing_pad_lpvz,landing_pad_true_x,landing_pad_true_y,landing_pad_true_z,landing_pad_true_vx,landing_pad_true_vy,landing_pad_true_vz
240.66,-1.0054214405474937e-10,2.962426831620846e-10,0.165,0.0,-0.01,-0.52,0.0687616626408435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7249213891501904,-3.415382988145821,0.0,-0.17750404836070285,-2.994708132583878,0.0
240.691,3.351814104046724e-10,4.8582957101750424e-11,0.186,0.0,-0.01,-0.56,0.06883926788834124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7344671656856834,-3.5350502966331803,0.0,-0.12758007103935148,-2.997250059632986,0.0
240.72,-1.2423896633695364e-10,1.006208727449831e-10,0.198,0.0,-0.01,-0.58,0.06877072254684943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.738491967148031,-3.594939445403608,0.0,-0.10260393098785311,-2.998208964405372,0.0
240.751,-1.479357886191579e-10,-9.500093767211837e-11,0.221,0.0,-0.01,-0.62,0.0688172141697744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.745043999557648,-3.714807946026488,0.0,-0.05263201870859807,-2.999502370278607,0.0
240.78,2.6984581236177974e-10,-9.802698930361231e-11,0.234,0.0,-0.01,-0.64,0.06883843342331446,0.0016096032535472913,-0.0094925450509414,0.002065445959892204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.747570775690476,-3.7747789771134284,0.0,-0.027639714879064026,-2.9998367653872533,0.0
240.812,-1.536906435450902e-10,-1.5551007703784592e-10,0.261,0.0,-0.01,-0.68,0.06882234016922474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7511249708336636,-3.8947737864476584,0.0,0.02234891340352595,-2.999880830173648,0.0
240.84,-1.3574867618881825e-10,3.5934893949374214e-10,0.274,0.0,-0.01,-0.7,0.06874866882828296,-8.375680527010134e-05,-0.00583361541658145,-0.0042629057381231355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7521521431267915,-3.9547892351616194,0.0,0.047341768719185585,-2.9995905605517788,0.0
240.87,2.4039412127585535e-10,2.5588420271560608e-11,0.303,0.0,-0.01,-0.74,0.06885786453751139,0.0009399775199376783,-0.005823946516191558,0.0005478391255527979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.752706280651231,-4.074835390876312,0.0,0.09731588320638425,-2.9983852384070095,0.0
240.901,-1.4150353111475056e-10,2.988398140058024e-10,0.318,0.0,-0.01,-0.76,0.06889160076645393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7512600717310405,-4.194874114003621,0.0,0.14726297912674324,-2.996347470481368,0.0
240.93,-1.8314232075322678e-10,-3.189465358488519e-11,0.334,0.0,-0.01,-0.79,0.06880779663589956,0.00027464969400933174,-0.005819519260934467,-0.003802726382294979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.749786941145377,-4.25488027246699,0.0,0.17222206055464193,-2.9950165590520337,0.0
240.96,-2.0683915691321886e-10,1.5222986760043966e-10,0.367,0.0,-0.01,-0.83,0.06889672676590472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7478139179181547,-4.314872074795324,0.0,0.19716918504411793,-2.9934777123937164,0.0
240.99,1.8724563566330232e-10,3.3332833715427057e-10,0.401,0.0,-0.01,-0.87,0.06885512272385165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.742368776065753,-4.434795954821311,0.0,0.24702064688773345,-2.9897768127349833,0.0
241.022,1.2766487866855414e-10,-1.3251877373221532e-10,0.419,0.0,-0.01,-0.89,0.068884209790502,-0.0021465226775627196,-0.005618340827317332,0.0007479474859148614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7349261580627173,-4.554612456220476,0.0,0.29680351854276743,-2.985245743073147,0.0
241.05,-2.362908202435676e-10,2.758452910534004e-10,0.437,0.0,-0.01,-0.91,0.06888003746536779,-0.0044100864976204576,-0.004710681050092794,-0.0007334343827628481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.730456419637382,-4.614470042253191,0.0,0.32166491284736914,-2.9826692855892047,0.0
241.081,1.5779394457737794e-10,7.719741512701717e-11,0.475,0.0,-0.01,-0.95,0.06884582439926658,-0.00010082273545712255,-0.002053918657842998,0.0016762608706454016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7200216352694255,-4.734063109968132,0.0,0.37131899919347183,-2.9768954997877777,0.0
241.112,1.5203910352923344e-10,3.9643460736371594e-10,0.514,0.0,-0.01,-0.99,0.06882722775009646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7140573136655117,-4.793790290004214,0.0,0.3961082358992738,-2.9736984992594175,0.0
241.14,0.009089148739025804,9.577916237901718e-11,0.534,0.0,-0.01,-1.01,0.06892664829758204,0.0019753361443498874,-0.0034103546584730933,0.004907660663584174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7075955796200133,-4.853465705045788,0.0,0.4208699785259803,-2.970295094143974,0.0
241.171,0.009089148733270935,3.5270064646653054e-11,0.576,0.0,-0.01,-1.05,0.06889291206863905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.69318170288667,-4.972644674364164,0.0,0.4703041045503439,-2.9628699958704847,0.0
241.203,0.009089148691632132,8.428191478060398e-11,0.597,0.0,-0.01,-1.07,0.06882043282059223,0.0012807682886150906,-0.0020790506154053446,-0.0037607976024800318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.676784007201965,-5.091566926892881,0.0,0.5196076448545393,-2.9546222189449263,0.0
241.23,0.009089149127355728,2.1636853420048396e-10,0.619,0.0,-0.01,-1.09,0.0688597718861443,-0.000512662055368343,-0.0007882125850319919,0.0003933485709948033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6678426285686796,-5.150921462653781,0.0,0.5442061631105407,-2.9501905189653455,0.0
241.26,0.009089149139542813,2.9097207976391815e-10,0.664,0.0,-0.01,-1.14,0.06880660454300455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.658407045522252,-5.210199442881081,0.0,0.5687669105395425,-2.9455540602505157,0.0
241.293,0.009089149074207215,1.4436218886970664e-10,0.711,0.0,-0.01,-1.18,0.06879849831131482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6380559203635223,-5.3285092830257135,0.0,0.6177682543440038,-2.93566804974896,0.0
241.321,0.009089149032568411,1.9337398349250634e-10,0.735,0.0,-0.01,-1.2,0.06888695160416189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.615736282384661,-5.446463597617286,0.0,0.6665980685783469,-2.924966922026808,0.0
241.351,0.009089149044755551,2.679774735447893e-10,0.783,0.0,-0.01,-1.24,0.06882067123917117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6038401864184038,-5.505297194039902,0.0,0.6909444152969091,-2.9193116178043654,0.0
